image_name,image_path,has_bbox,predicted_class,predicted_class_name,true_label,true_label_name,prediction_correct,prediction_confidence,predicted_class_before_transform,topk_predictions,topk_confidences,explainer_result,explainer_name,model_name,explainer_params,processing_time,timestamp,iou,point_game,pixelprecisionrecall_precision,pixelprecisionrecall_recall,evaluation_metrics_json,experiment_name,config_name,prediction_correct_int
ILSVRC2012_val_00000347.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00000347.JPEG,True,239,Bernese_mountain_dog,239,Bernese_mountain_dog,True,0.9305384755134584,472,"[472, 693, 814, 977, 975, 978, 625, 408, 871, 449]","[0.9305384755134583, 0.05893474072217941, 0.009056882932782173, 0.0005317271570675075, 0.00030576137942261994, 0.00029397098114714026, 0.0001882081851363182, 8.603659807704389e-05, 3.719638698385097e-05, 8.061294465733226e-06]","<ExplainerResult(accuracy=0.0, correct=0, total=32, attribution_shape=(32, 224, 224), probabilities_shape=(32, 1000), predictions_shape=(32,), confidence_shape=(32,), target_labels_shape=(32,), topk_predictions_shape=(32, 10), topk_confidences_shape=(32, 10))>",grad_cam,vgg16,"{'target_layer': 'features.28', 'relu_attributions': 'True', 'interpolate_mode': 'bilinear'}",0.0161344856023788,1754348834.481787,0.0,0.0,0.0,0.0,"{""iou"": 0.0, ""pixelprecisionrecall"": {""precision"": 0.0, ""recall"": 0.0}, ""point_game"": 0.0}",vgg16_grad,config_vgg16_grad_cam,1
ILSVRC2012_val_00003039.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00003039.JPEG,True,918,crossword_puzzle,837,sunglasses,False,0.6722995042800903,617,"[617, 841, 823, 610, 869, 697, 638, 981, 752, 411]","[0.6722995042800903, 0.276521235704422, 0.03361981734633446, 0.009747211821377277, 0.0019036115845665336, 0.0006371528143063188, 0.0006308128940872848, 0.0004885696107521653, 0.00032553603523410857, 0.00027044268790632486]","<ExplainerResult(accuracy=0.0, correct=0, total=32, attribution_shape=(32, 224, 224), probabilities_shape=(32, 1000), predictions_shape=(32,), confidence_shape=(32,), target_labels_shape=(32,), topk_predictions_shape=(32, 10), topk_confidences_shape=(32, 10))>",grad_cam,vgg16,"{'target_layer': 'features.28', 'relu_attributions': 'True', 'interpolate_mode': 'bilinear'}",0.0211980789899826,1754348894.9448907,0.0,0.0,0.0,0.0,"{""iou"": 0.0, ""pixelprecisionrecall"": {""precision"": 0.0, ""recall"": 0.0}, ""point_game"": 0.0}",vgg16_grad,config_vgg16_grad_cam,0
ILSVRC2012_val_00007482.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00007482.JPEG,True,469,caldron,469,caldron,True,0.9998586177825928,44,"[44, 26, 52, 60, 41, 54, 58, 63, 38, 27]","[0.9998586177825928, 5.460828106151894e-05, 4.540000736596994e-05, 2.2232208721106872e-05, 8.639279258204624e-06, 5.088971647637663e-06, 1.3261127378427773e-06, 1.234381443282473e-06, 9.63450929702958e-07, 3.859664445826638e-07]","<ExplainerResult(accuracy=0.0, correct=0, total=32, attribution_shape=(32, 224, 224), probabilities_shape=(32, 1000), predictions_shape=(32,), confidence_shape=(32,), target_labels_shape=(32,), topk_predictions_shape=(32, 10), topk_confidences_shape=(32, 10))>",grad_cam,vgg16,"{'target_layer': 'features.28', 'relu_attributions': 'True', 'interpolate_mode': 'bilinear'}",0.0180882960557937,1754349002.081185,0.0,1.0,0.0,0.0,"{""iou"": 0.0, ""pixelprecisionrecall"": {""precision"": 0.0, ""recall"": 0.0}, ""point_game"": 1.0}",vgg16_grad,config_vgg16_grad_cam,1
ILSVRC2012_val_00009594.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00009594.JPEG,True,10,brambling,10,brambling,True,0.9959688186645508,283,"[283, 284, 287, 285, 281, 259, 154, 282, 291, 552]","[0.9959688186645508, 0.0012459058780223131, 0.0008933788631111383, 0.0007483370718546212, 0.00042230664985254407, 0.0001665562012931332, 0.00010120292427018285, 8.57305494719185e-05, 5.474195859278552e-05, 3.877176277455874e-05]","<ExplainerResult(accuracy=0.0, correct=0, total=32, attribution_shape=(32, 224, 224), probabilities_shape=(32, 1000), predictions_shape=(32,), confidence_shape=(32,), target_labels_shape=(32,), topk_predictions_shape=(32, 10), topk_confidences_shape=(32, 10))>",grad_cam,vgg16,"{'target_layer': 'features.28', 'relu_attributions': 'True', 'interpolate_mode': 'bilinear'}",0.0194397121667861,1754349053.5596256,0.0,1.0,0.0,0.0,"{""iou"": 0.0, ""pixelprecisionrecall"": {""precision"": 0.0, ""recall"": 0.0}, ""point_game"": 1.0}",vgg16_grad,config_vgg16_grad_cam,1
ILSVRC2012_val_00004561.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00004561.JPEG,True,810,space_bar,894,wardrobe,False,0.3771199584007263,838,"[838, 585, 631, 418, 629, 711, 767, 626, 720, 419]","[0.3771199584007263, 0.3157079517841339, 0.27330687642097473, 0.013015608303248882, 0.007277306169271469, 0.005121171940118074, 0.0020429601427167654, 0.00144296046346426, 0.0009547013905830681, 0.0008731364505365491]","<ExplainerResult(accuracy=0.0, correct=0, total=32, attribution_shape=(32, 224, 224), probabilities_shape=(32, 1000), predictions_shape=(32,), confidence_shape=(32,), target_labels_shape=(32,), topk_predictions_shape=(32, 10), topk_confidences_shape=(32, 10))>",grad_cam,vgg16,"{'target_layer': 'features.28', 'relu_attributions': 'True', 'interpolate_mode': 'bilinear'}",0.0221381187438964,1754348932.3658862,0.0,0.0,0.0,0.0,"{""iou"": 0.0, ""pixelprecisionrecall"": {""precision"": 0.0, ""recall"": 0.0}, ""point_game"": 0.0}",vgg16_grad,config_vgg16_grad_cam,0
ILSVRC2012_val_00008006.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00008006.JPEG,True,204,Lhasa,204,Lhasa,True,0.9875739216804504,173,"[173, 253, 215, 161, 211, 180, 166, 167, 162, 171]","[0.9875739216804504, 0.006509989500045776, 0.00296813459135592, 0.000575703161302954, 0.0004815798602066934, 0.00034964649239555, 0.0003150657576043159, 0.0002693967253435403, 0.00012282562965992838, 0.00010963821114273742]","<ExplainerResult(accuracy=0.0, correct=0, total=32, attribution_shape=(32, 224, 224), probabilities_shape=(32, 1000), predictions_shape=(32,), confidence_shape=(32,), target_labels_shape=(32,), topk_predictions_shape=(32, 10), topk_confidences_shape=(32, 10))>",grad_cam,vgg16,"{'target_layer': 'features.28', 'relu_attributions': 'True', 'interpolate_mode': 'bilinear'}",0.0176070556044578,1754349015.1486952,0.0,1.0,0.0,0.0,"{""iou"": 0.0, ""pixelprecisionrecall"": {""precision"": 0.0, ""recall"": 0.0}, ""point_game"": 1.0}",vgg16_grad,config_vgg16_grad_cam,1
ILSVRC2012_val_00009314.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00009314.JPEG,True,136,European_gallinule,136,European_gallinule,True,0.8834229707717896,274,"[274, 273, 271, 272, 227, 339, 352, 269, 277, 104]","[0.8834229707717896, 0.10850956290960312, 0.005945172160863876, 0.0016098592896014452, 0.0001200611877720803, 6.951353134354576e-05, 6.443970778491348e-05, 4.5029133616480976e-05, 4.1105984564637765e-05, 3.506822031340562e-05]","<ExplainerResult(accuracy=0.0, correct=0, total=32, attribution_shape=(32, 224, 224), probabilities_shape=(32, 1000), predictions_shape=(32,), confidence_shape=(32,), target_labels_shape=(32,), topk_predictions_shape=(32, 10), topk_confidences_shape=(32, 10))>",grad_cam,vgg16,"{'target_layer': 'features.28', 'relu_attributions': 'True', 'interpolate_mode': 'bilinear'}",0.0189162567257881,1754349046.9286468,0.0,0.0,0.0,0.0,"{""iou"": 0.0, ""pixelprecisionrecall"": {""precision"": 0.0, ""recall"": 0.0}, ""point_game"": 0.0}",vgg16_grad,config_vgg16_grad_cam,1
ILSVRC2012_val_00003986.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00003986.JPEG,True,525,dam,525,dam,True,0.9973539113998412,604,"[604, 907, 438, 966, 737, 512, 572, 711, 883, 618]","[0.9973539113998413, 0.0009884467581287026, 0.0009345387225039303, 0.00015288287249859422, 0.00012669239367824048, 0.00010558797657722607, 8.532275387551636e-05, 3.830884816125035e-05, 2.9040073059150018e-05, 2.1654472220689058e-05]","<ExplainerResult(accuracy=0.0, correct=0, total=32, attribution_shape=(32, 224, 224), probabilities_shape=(32, 1000), predictions_shape=(32,), confidence_shape=(32,), target_labels_shape=(32,), topk_predictions_shape=(32, 10), topk_confidences_shape=(32, 10))>",grad_cam,vgg16,"{'target_layer': 'features.28', 'relu_attributions': 'True', 'interpolate_mode': 'bilinear'}",0.0184483006596565,1754348918.7146032,0.0,0.0,0.0,0.0,"{""iou"": 0.0, ""pixelprecisionrecall"": {""precision"": 0.0, ""recall"": 0.0}, ""point_game"": 0.0}",vgg16_grad,config_vgg16_grad_cam,1
ILSVRC2012_val_00003001.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00003001.JPEG,True,430,basketball,430,basketball,True,0.9999979734420776,135,"[135, 128, 141, 142, 133, 131, 134, 21, 139, 127]","[0.9999979734420776, 8.427566058344382e-07, 3.6904560829498223e-07, 3.257453045080183e-07, 1.6285190440612496e-07, 7.518180211718573e-08, 7.059740170234363e-08, 2.5888045485089606e-08, 1.9169902998328325e-08, 1.5846099543637138e-08]","<ExplainerResult(accuracy=0.0, correct=0, total=32, attribution_shape=(32, 224, 224), probabilities_shape=(32, 1000), predictions_shape=(32,), confidence_shape=(32,), target_labels_shape=(32,), topk_predictions_shape=(32, 10), topk_confidences_shape=(32, 10))>",grad_cam,vgg16,"{'target_layer': 'features.28', 'relu_attributions': 'True', 'interpolate_mode': 'bilinear'}",0.0209110006690025,1754348894.1099107,0.0,0.0,0.0,0.0,"{""iou"": 0.0, ""pixelprecisionrecall"": {""precision"": 0.0, ""recall"": 0.0}, ""point_game"": 0.0}",vgg16_grad,config_vgg16_grad_cam,1
ILSVRC2012_val_00007956.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00007956.JPEG,True,830,stretcher,830,stretcher,True,0.8759315609931946,964,"[964, 567, 891, 909, 813, 961, 544, 935, 659, 415]","[0.8759315609931946, 0.03773762285709381, 0.02334262989461422, 0.021304702386260033, 0.021016893908381462, 0.0047730193473398685, 0.004706092644482851, 0.003662529867142439, 0.00190133904106915, 0.0013718334957957268]","<ExplainerResult(accuracy=0.0, correct=0, total=32, attribution_shape=(32, 224, 224), probabilities_shape=(32, 1000), predictions_shape=(32,), confidence_shape=(32,), target_labels_shape=(32,), topk_predictions_shape=(32, 10), topk_confidences_shape=(32, 10))>",grad_cam,vgg16,"{'target_layer': 'features.28', 'relu_attributions': 'True', 'interpolate_mode': 'bilinear'}",0.0175722017884254,1754349013.6205509,0.0,0.0,0.0,0.0,"{""iou"": 0.0, ""pixelprecisionrecall"": {""precision"": 0.0, ""recall"": 0.0}, ""point_game"": 0.0}",vgg16_grad,config_vgg16_grad_cam,1
ILSVRC2012_val_00001035.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00001035.JPEG,True,118,Dungeness_crab,854,theater_curtain,False,0.7116818428039551,259,"[259, 260, 283, 154, 676, 262, 338, 584, 850, 823]","[0.7116818428039551, 0.11772773414850235, 0.057556770741939545, 0.052434779703617096, 0.01581299491226673, 0.004782714415341616, 0.004095447715371847, 0.0040513258427381516, 0.002675391500815749, 0.002520953072234988]","<ExplainerResult(accuracy=0.0, correct=0, total=32, attribution_shape=(32, 224, 224), probabilities_shape=(32, 1000), predictions_shape=(32,), confidence_shape=(32,), target_labels_shape=(32,), topk_predictions_shape=(32, 10), topk_confidences_shape=(32, 10))>",grad_cam,vgg16,"{'target_layer': 'features.28', 'relu_attributions': 'True', 'interpolate_mode': 'bilinear'}",0.0162847265601158,1754348849.406264,0.0,1.0,0.0,0.0,"{""iou"": 0.0, ""pixelprecisionrecall"": {""precision"": 0.0, ""recall"": 0.0}, ""point_game"": 1.0}",vgg16_grad,config_vgg16_grad_cam,0
ILSVRC2012_val_00006806.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00006806.JPEG,True,668,mosque,302,ground_beetle,False,0.4204261302947998,760,"[760, 894, 887, 399, 747, 648, 499, 881, 892, 600]","[0.4204261302947998, 0.0874718651175499, 0.029566572979092598, 0.01892550103366375, 0.015754640102386475, 0.012811081483960152, 0.012559125199913979, 0.01208038255572319, 0.012010029517114162, 0.010480890050530434]","<ExplainerResult(accuracy=0.0, correct=0, total=32, attribution_shape=(32, 224, 224), probabilities_shape=(32, 1000), predictions_shape=(32,), confidence_shape=(32,), target_labels_shape=(32,), topk_predictions_shape=(32, 10), topk_confidences_shape=(32, 10))>",grad_cam,vgg16,"{'target_layer': 'features.28', 'relu_attributions': 'True', 'interpolate_mode': 'bilinear'}",0.0185173973441123,1754348985.026416,0.0,0.0,0.0,0.0,"{""iou"": 0.0, ""pixelprecisionrecall"": {""precision"": 0.0, ""recall"": 0.0}, ""point_game"": 0.0}",vgg16_grad,config_vgg16_grad_cam,0
ILSVRC2012_val_00008465.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00008465.JPEG,True,793,shower_cap,793,shower_cap,True,0.9927523136138916,927,"[927, 928, 960, 969, 967, 415, 968, 503, 949, 931]","[0.9927523136138916, 0.005778585560619831, 0.0010774214752018452, 0.00035718412254936993, 1.848109604907222e-05, 6.603446763620013e-06, 2.1973160073684994e-06, 1.1986861636614776e-06, 9.003011882668943e-07, 7.899187153270759e-07]","<ExplainerResult(accuracy=0.0, correct=0, total=32, attribution_shape=(32, 224, 224), probabilities_shape=(32, 1000), predictions_shape=(32,), confidence_shape=(32,), target_labels_shape=(32,), topk_predictions_shape=(32, 10), topk_confidences_shape=(32, 10))>",grad_cam,vgg16,"{'target_layer': 'features.28', 'relu_attributions': 'True', 'interpolate_mode': 'bilinear'}",0.0175606980919837,1754349025.8303108,0.0,1.0,0.0,0.0,"{""iou"": 0.0, ""pixelprecisionrecall"": {""precision"": 0.0, ""recall"": 0.0}, ""point_game"": 1.0}",vgg16_grad,config_vgg16_grad_cam,1
ILSVRC2012_val_00002151.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00002151.JPEG,True,725,pitcher,571,gas_pump,False,0.8955785036087036,581,"[581, 688, 59, 868, 790, 40, 664, 904, 562, 782]","[0.8955785036087036, 0.07421757280826569, 0.007716526743024588, 0.0038889560382813215, 0.002177522052079439, 0.0013670161133632064, 0.0013219877146184444, 0.0012656333856284618, 0.0012604310177266598, 0.0010138902580365539]","<ExplainerResult(accuracy=0.0, correct=0, total=32, attribution_shape=(32, 224, 224), probabilities_shape=(32, 1000), predictions_shape=(32,), confidence_shape=(32,), target_labels_shape=(32,), topk_predictions_shape=(32, 10), topk_confidences_shape=(32, 10))>",grad_cam,vgg16,"{'target_layer': 'features.28', 'relu_attributions': 'True', 'interpolate_mode': 'bilinear'}",0.0177899450063705,1754348873.6907694,0.0,0.0,0.0,0.0,"{""iou"": 0.0, ""pixelprecisionrecall"": {""precision"": 0.0, ""recall"": 0.0}, ""point_game"": 0.0}",vgg16_grad,config_vgg16_grad_cam,0
